,zone_id,year,month,day,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
832,A,2006,4,12,2903.7,2714.81,2680.0,2730.37,3108.15,3908.15,5140.0,5135.56,4520.74,4127.41,4033.33,3883.7,3718.52,3542.96,3523.7,3625.19,3863.7,4268.89,4706.67,5137.78,5878.52,5377.04,4477.78,3496.3
833,A,2006,4,13,2911.85,2643.7,2605.19,2669.63,2941.48,3542.22,4573.33,4731.11,4399.26,4181.48,4001.48,3915.56,3875.56,3854.81,3883.7,3982.96,4278.52,4459.26,4800.74,5125.19,5800.74,5555.56,4634.81,3664.44
834,A,2006,4,14,3090.37,2724.44,2645.93,2623.7,2913.33,3260.0,3858.52,4319.26,4540.74,4672.59,4560.74,4494.81,4300.0,4042.22,4108.15,4050.37,4226.67,4428.89,4614.07,4816.3,5429.63,5165.93,4490.37,3688.89
835,A,2006,4,15,3139.26,2783.7,2627.41,2592.59,2599.26,2785.19,3088.15,3962.96,4817.04,5118.52,5126.67,5007.41,5076.3,4994.81,5025.19,5218.52,5492.59,5812.59,5995.56,5959.26,6482.22,6240.74,5338.52,4393.33
836,A,2006,4,16,3614.07,3191.85,2832.59,2739.26,2757.78,2936.3,3213.33,4037.78,5131.11,5667.41,5455.56,5148.15,5091.11,4808.15,4517.04,4335.56,4320.0,4490.37,4660.0,4940.74,5540.74,5170.37,4250.37,3420.74
837,A,2006,4,17,2901.48,2700.0,2629.63,2680.74,2927.41,3322.96,3871.11,4214.81,4428.89,4672.59,4906.67,5020.0,5011.11,4905.93,4930.37,4813.33,4965.19,5277.78,5394.81,5826.67,6420.0,6011.85,5295.56,4467.41
838,A,2006,4,18,3068.15,1568.89,5028.15,4071.85,4354.81,4863.7,5614.07,5885.93,5200.74,4802.96,4415.56,4061.48,3997.04,3781.48,3754.07,3751.85,3998.52,4336.3,4734.07,5261.48,5826.67,5519.26,4404.44,3524.44
839,A,2006,4,19,3062.22,2903.7,2931.85,3086.67,3479.26,4217.78,5385.19,5477.78,4664.44,4196.3,3986.67,3773.33,3645.93,3593.33,3665.93,3754.07,4083.7,4502.22,4804.44,5184.44,6092.59,5602.22,4482.22,3514.07
840,A,2006,4,20,2917.04,2671.85,2651.85,2763.7,3168.89,3836.3,5078.52,5155.56,4443.7,4113.33,3916.3,3862.96,3773.33,3668.15,3814.81,4017.04,4480.0,4808.15,5127.41,5368.15,6194.81,5772.59,4699.26,3656.3
841,A,2006,4,21,2982.96,2738.52,2663.7,2608.89,2925.19,3388.15,4488.15,4734.07,4371.85,4295.56,4086.67,3978.52,3954.07,3805.93,3720.74,3860.74,4100.0,4605.93,5084.44,5194.81,5191.85,4948.89,4203.7,3531.85
842,A,2006,4,22,3041.48,2793.33,2686.67,2670.37,2694.07,2830.37,3173.33,3985.19,4834.81,5433.33,5547.41,5527.41,5261.48,4951.11,4727.41,4681.48,4849.63,5325.93,5524.44,5535.56,5453.33,4972.59,4470.37,3757.04
843,A,2006,4,23,3205.93,2963.7,2874.81,2853.33,2851.11,2994.81,3402.96,4234.07,5171.85,5646.67,5532.59,5218.52,5013.33,4902.22,4722.96,4662.96,4867.41,5191.85,5394.81,5733.33,6400.0,5917.04,4768.15,3682.96
844,A,2006,4,24,2999.26,2719.26,2631.85,2692.59,3005.19,3567.41,4754.07,4853.33,4317.04,4122.96,3962.96,3928.15,3925.93,3891.85,3921.48,4033.33,4550.37,4916.3,5291.11,5608.15,6224.44,5780.74,4494.07,3505.93
845,A,2006,4,25,2929.63,2631.85,2597.04,2643.7,3021.48,3597.78,4897.78,4912.59,4253.33,3976.3,3755.56,3649.63,3684.44,3731.85,3850.37,3993.33,4364.44,4734.07,5242.96,5182.22,5603.7,6162.22,4504.44,3431.11
846,A,2006,4,26,2853.33,2637.04,2628.15,2678.52,2993.33,3627.41,4902.22,4995.56,4497.78,4220.0,4041.48,3753.33,3810.37,3641.48,3607.41,3834.81,4245.19,4783.7,5391.11,5908.15,6228.89,5905.93,4879.26,4051.85
847,A,2006,4,27,3625.19,3505.93,3589.63,3748.15,4253.33,5019.26,6297.78,6109.63,4993.33,4517.04,4111.11,3905.19,3803.7,3636.3,3579.26,3534.81,3830.37,4280.74,4651.85,4940.0,5760.74,5488.15,4563.7,3518.52
848,A,2006,4,28,2984.44,2822.22,2840.74,2950.37,3364.44,4037.04,5309.63,5267.41,4739.26,4468.15,4236.3,3982.96,3851.11,3619.26,3594.81,3605.19,3811.85,4147.41,4362.22,4561.48,5171.85,5162.22,4677.04,4015.56
849,A,2006,4,29,3503.7,3412.59,3485.19,3644.44,3840.74,4256.3,4944.44,5553.33,5725.93,5560.0,5011.85,4579.26,4260.74,4094.07,4053.33,4143.7,4272.59,4393.33,4587.41,4783.7,5269.63,5122.96,4573.33,3942.22
850,A,2006,4,30,3419.26,3242.22,3240.74,3335.56,3482.22,3725.19,4301.48,5245.19,6024.44,6180.0,5813.33,5435.56,5054.81,4720.0,4546.67,4503.7,4525.19,4798.52,5099.26,5603.7,6277.78,5855.56,4750.37,3860.74
851,A,2006,5,1,3260.74,3155.56,3195.56,3371.85,3845.19,4722.96,6037.78,5813.33,4994.81,4494.81,4317.78,4064.44,3962.96,3765.93,3671.85,3765.19,3998.52,4431.85,4841.48,5189.63,5894.81,5562.96,4486.67,3542.22
852,A,2006,5,2,2980.74,2785.93,2797.78,2943.7,3392.59,4142.96,5409.63,5457.78,4665.19,4167.41,3960.0,3714.81,3690.37,3704.44,3757.78,3865.19,4330.37,4745.19,5157.04,5488.89,5808.89,5514.81,4445.93,3447.41
853,A,2006,5,3,2848.89,2686.67,2625.19,2635.56,2940.0,3544.44,4754.07,4824.44,4212.59,3994.81,3794.81,3794.81,3818.52,3830.37,3800.0,3960.74,4256.3,4680.74,5029.63,5340.74,5847.41,5583.7,4585.93,3531.85
854,A,2006,5,4,2914.07,2665.93,2607.41,2647.41,2940.0,3572.59,4620.0,4701.48,4200.0,4078.52,4013.33,4069.63,4108.15,4120.74,4270.37,4431.11,4934.07,5288.15,5623.7,5936.3,6457.78,6197.04,5013.33,3926.67
855,A,2006,5,5,3222.22,2908.15,2775.56,2777.78,2974.81,3525.93,4591.11,4851.11,4360.0,4303.7,4206.67,4356.3,4589.63,4585.93,4539.26,4250.37,4398.52,4579.26,5538.52,5127.41,5324.44,5266.67,4640.74,3940.74
856,A,2006,5,6,3256.3,2920.0,2774.07,2685.93,2669.63,2834.81,3384.44,4177.78,4916.3,5036.3,4967.41,4879.26,4780.0,4814.81,4885.19,4993.33,5190.37,5236.3,5162.22,5161.48,5317.78,5153.33,4357.78,3727.41
857,A,2006,5,7,3061.48,2803.7,2684.44,2660.0,2641.48,2741.48,3142.96,4080.74,4930.37,5202.22,5028.15,4751.85,4705.19,4644.44,4392.59,4514.81,4800.0,5336.3,5814.81,6009.63,6149.63,5387.41,4407.41,3566.67
858,A,2006,5,8,3076.3,2948.15,2891.85,2951.85,3311.85,3891.11,5048.15,5220.0,4798.52,4714.81,4677.04,4742.22,4841.48,4630.37,4561.48,4739.26,5351.85,6125.19,6588.15,6799.26,6654.81,5932.59,4938.52,4001.48
859,A,2006,5,9,3525.93,3314.81,3311.11,3385.93,3711.11,4390.37,5571.85,5476.3,4702.96,4481.48,4168.15,4063.7,3974.81,3794.81,3691.11,3663.7,4051.85,4433.33,4897.78,5194.07,5743.7,5534.81,4481.48,3537.04
860,A,2006,5,10,3045.93,2911.85,2902.96,3061.48,3475.56,4254.81,5557.78,5504.44,4749.63,4374.07,3971.11,3877.04,3808.15,3714.81,3777.78,3905.93,4388.15,4857.04,5314.07,5539.26,6051.85,5817.04,4838.52,3751.11
861,A,2006,5,11,3091.85,2796.3,2674.81,2690.37,2962.22,3514.81,4622.22,4817.04,4360.0,4333.33,4214.81,4191.85,4138.52,4021.48,4106.67,4138.52,4602.22,5167.41,5497.04,5673.33,5880.0,5377.04,4447.41,3538.52
862,A,2006,5,12,2960.0,2788.15,2725.19,2825.93,3171.11,3888.15,5112.59,5247.41,4656.3,4407.41,4064.44,3908.15,3874.81,3817.04,3810.37,3871.85,4085.93,4278.52,4550.37,4643.7,5017.04,5086.67,4494.07,3763.7
863,A,2006,5,13,3128.15,2840.74,2768.15,2698.52,2783.7,3008.89,3587.41,4303.7,5040.0,5123.7,4942.96,4634.81,4541.48,4305.19,4295.56,4420.74,4526.67,4613.33,4740.0,4857.78,5271.85,5239.26,4524.44,3802.22
864,A,2006,5,14,3185.19,2903.7,2737.04,2697.04,2747.41,2891.85,3246.67,4121.48,5205.93,5680.74,5466.67,5175.56,5002.96,5001.48,4885.93,4682.96,4714.81,4916.3,5045.93,5478.52,5842.96,5439.26,4508.15,3625.93
865,A,2006,5,15,3092.59,2828.89,2760.0,2804.44,3067.41,3706.67,4808.15,5005.19,4431.11,4338.52,4162.96,4072.59,4056.3,3978.52,3894.07,3930.37,4228.89,4709.63,5104.44,5427.41,5802.96,5535.56,4533.33,3518.52
866,A,2006,5,16,3010.37,2780.0,2748.89,2832.59,3124.44,3836.3,4982.96,5099.26,4431.85,4171.11,3976.3,3873.33,3900.0,3825.19,3706.67,3757.04,4097.04,4531.11,4932.59,5253.33,5675.56,5533.33,4553.33,3524.44
867,A,2006,5,17,3041.48,2842.22,2805.93,2903.7,3234.81,3945.93,5154.07,5289.63,4514.81,4250.37,3982.96,3842.96,3817.04,3704.44,3747.41,3723.7,4114.81,4702.96,5044.44,5277.78,5725.19,5356.3,4518.52,3494.07
868,A,2006,5,18,2985.19,2757.78,2733.33,2832.59,3150.37,3888.15,5058.52,5096.3,4550.37,4242.96,4002.96,3824.44,3784.44,3757.04,3741.48,3817.04,4211.85,4512.59,4808.15,5007.41,5554.81,5496.3,4514.07,3582.96
869,A,2006,5,19,2962.22,2762.96,2694.81,2730.37,3031.85,3635.56,4802.22,4985.19,4599.26,4475.56,4257.04,4271.11,4226.67,4110.37,4000.74,4070.37,4288.89,4668.89,5034.07,4980.74,5291.11,5237.04,4701.48,3999.26
870,A,2006,5,20,3461.48,3191.85,3060.0,3011.11,3125.19,3335.56,3868.89,4575.56,5147.41,5149.63,4917.78,4603.7,4468.15,4311.85,4300.0,4482.22,4630.37,4806.67,4867.41,5009.63,5191.85,5269.63,4614.07,3857.04
871,A,2006,5,21,3224.44,2914.07,2809.63,2757.04,2783.7,2960.0,3405.19,4258.52,5035.56,5360.74,5126.67,5008.15,4792.59,4697.04,4648.89,4626.67,4761.48,5023.7,5419.26,5638.52,5993.33,5784.44,4701.48,3640.0
872,A,2006,5,22,2960.0,2761.48,2714.81,2790.37,3120.0,3796.3,4920.0,4989.63,4433.33,4302.96,4100.74,4085.93,3980.74,3867.41,3832.59,3857.04,4248.89,4751.85,5183.7,5411.85,5735.56,5605.93,4489.63,3518.52
873,A,2006,5,23,2968.89,2777.04,2765.19,2834.81,3209.63,3900.0,5171.85,5228.89,4490.37,4231.85,4096.3,3972.59,3931.85,3818.52,3767.41,3735.56,4091.85,4425.19,4901.48,5262.96,5598.52,5548.89,4636.3,3594.81
874,A,2006,5,24,3010.37,2785.19,2818.52,2950.37,3343.7,4086.67,5332.59,5251.11,4602.22,4282.96,4074.07,3820.74,3833.33,3721.48,3761.48,3932.59,4352.59,4763.7,5128.89,5419.26,5591.85,5457.78,4691.11,3717.04
875,A,2006,5,25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
876,A,2006,5,26,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
877,A,2006,5,27,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
878,A,2006,5,28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
879,A,2006,5,29,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
880,A,2006,5,30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
881,A,2006,5,31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
882,A,2006,6,1,5218.52,4611.85,4225.93,3987.41,4074.07,4476.3,5486.67,5721.48,5591.85,5966.67,6669.63,7443.7,8081.48,8711.85,9068.15,9011.11,9208.15,8984.44,9759.26,8880.74,8332.59,7780.74,6545.19,5305.93
883,A,2006,6,2,4360.74,3946.67,3688.89,3617.78,3700.74,4250.37,5417.78,5614.07,5370.37,5577.04,5959.26,6427.41,6863.7,7085.19,7265.93,7557.78,7726.67,7926.67,7983.7,7845.93,7882.22,7689.63,6709.63,5511.11
884,A,2006,6,3,4597.78,4056.3,3751.11,3581.48,3447.41,3522.22,4006.67,4763.7,5397.04,5695.56,5597.78,5709.63,5774.07,5914.07,5952.59,6023.7,6157.78,6507.41,6474.07,6180.74,5882.22,5861.48,5117.04,4277.04
885,A,2006,6,4,3528.15,3130.37,2905.93,2796.3,2731.11,2820.74,3154.81,3882.96,4824.44,5494.81,5575.56,5674.81,5731.85,5792.59,5728.15,5808.89,6048.89,6394.81,6652.59,6549.63,6340.0,6145.19,4961.48,3838.52
886,A,2006,6,5,3159.26,2879.26,2803.7,2788.15,3011.11,3536.3,4616.3,4637.78,4301.48,4305.19,4223.7,4204.44,4256.3,4202.22,4348.15,4482.22,5072.59,5591.85,6123.7,6196.3,6334.07,6185.93,5041.48,3833.33
887,A,2006,6,6,3167.41,2899.26,2785.93,2820.74,3015.56,3532.59,4595.56,4722.96,4323.7,4308.15,4334.07,4448.15,4553.33,4531.11,4670.37,4951.11,5571.11,6191.85,6553.33,6576.3,6612.59,6463.7,5285.93,4041.48
888,A,2006,6,7,3306.67,2946.67,2844.44,2850.37,3088.15,3591.85,4733.33,4811.11,4362.22,4349.63,4473.33,4626.67,4971.11,5237.04,5731.85,6121.48,6700.0,7270.37,7591.85,7541.48,7206.67,6996.3,5875.56,4599.26
889,A,2006,6,8,3765.93,3325.19,3111.85,3023.7,3223.7,3696.3,4656.3,4784.44,4476.3,4423.7,4548.89,4709.63,4975.56,5139.26,5360.0,6013.33,6591.85,6902.22,7128.15,6965.93,7123.7,6989.63,5815.56,4577.78
890,A,2006,6,9,3712.59,3327.41,3108.89,3039.26,3174.81,3644.44,4721.48,4995.56,4740.0,4813.33,5106.67,5470.37,5840.0,6141.48,6488.15,6845.19,6764.44,6668.89,6967.41,6766.67,6594.81,6545.19,5820.74,4727.41
891,A,2006,6,10,3833.33,3383.7,3094.07,2923.7,2897.04,3133.33,3725.19,4454.07,4978.52,5062.22,4914.81,4871.85,4979.26,4871.11,4693.33,4709.63,4821.48,5244.44,5269.63,5271.85,5242.96,5277.04,4742.22,3971.11
892,A,2006,6,11,3307.41,2942.22,2774.07,2698.52,2705.19,2760.0,3067.41,3861.48,4723.7,5309.63,5288.15,5122.96,5115.56,5119.26,5100.74,5323.7,5660.74,6081.48,6242.96,6279.26,6438.52,6248.89,5231.11,4045.19
893,A,2006,6,12,3398.52,3042.96,2930.37,2925.19,3097.78,3474.07,4014.81,4360.74,4397.04,4559.26,4585.19,4481.48,4451.11,4454.07,4482.22,4668.15,5165.93,5678.52,5914.81,5922.96,5977.78,5963.7,4965.19,3800.74
894,A,2006,6,13,3122.22,2877.04,2763.7,2788.15,2993.33,3451.11,4058.52,4331.85,4291.11,4226.67,4392.59,4589.63,4756.3,5001.48,5311.85,5565.19,6102.96,6639.26,6896.3,6819.26,6637.04,6598.52,5589.63,4385.19
895,A,2006,6,14,3545.19,3151.11,2948.15,2920.0,3105.93,3504.44,4025.93,4370.37,4371.85,4372.59,4354.07,4322.22,4390.37,4377.04,4421.48,4553.33,4835.56,5415.56,5863.7,5908.15,6016.3,5997.04,5147.41,4097.04
896,A,2006,6,15,3394.07,3086.67,2901.48,2913.33,3080.0,3437.04,4043.7,4448.15,4470.37,4731.11,5005.19,5182.22,5273.33,5456.3,5754.07,6091.11,6602.22,6983.7,7178.52,6959.26,6740.0,6687.41,5675.56,4357.78
897,A,2006,6,16,3514.07,3104.44,2920.0,2891.85,3015.56,3398.52,3902.22,4346.67,4528.15,4747.41,4993.33,5226.67,5447.41,5774.07,6234.81,6831.11,7410.37,7771.11,7770.37,7485.19,6996.3,6831.85,6009.63,4948.89
898,A,2006,6,17,4042.22,3469.63,3161.48,3019.26,2958.52,3108.15,3441.48,4083.7,4791.85,5469.63,5959.26,6535.56,7101.48,7688.15,8271.85,8660.0,9114.81,9394.81,9334.81,8814.07,8300.74,8039.26,7057.04,5849.63
899,A,2006,6,18,4845.19,4198.52,3774.07,3522.22,3313.33,3271.11,3530.37,4440.0,5640.74,6710.37,7566.67,8368.15,9145.19,9769.63,10180.0,10447.41,10818.52,10905.19,10735.56,10277.04,9789.63,9390.37,7943.7,6322.22
900,A,2006,6,19,5253.33,4643.7,4182.22,3968.89,3948.89,4285.19,4702.96,5038.52,5372.59,5818.52,6600.74,7314.81,8094.07,8611.11,8870.37,9222.22,9380.0,9557.04,9603.7,9305.19,8808.15,8525.19,7172.59,5678.52
901,A,2006,6,20,4674.81,4121.48,3782.22,3622.22,3721.48,4085.93,4625.93,4983.7,5239.26,5723.7,6356.3,6900.0,7580.0,8016.3,8466.67,8969.63,9507.41,10081.48,10417.04,9854.81,9276.3,8680.0,7265.19,5780.74
902,A,2006,6,21,4717.04,4028.15,3663.7,3477.04,3534.07,3854.81,4439.26,4821.48,5082.22,5485.93,6085.19,6795.56,7402.22,7961.48,8346.67,8832.59,9101.48,10371.85,10207.41,9872.59,9389.63,8974.07,7797.78,6208.89
903,A,2006,6,22,5011.85,4406.67,4029.63,3868.89,3905.19,4125.19,4611.85,5080.0,5365.19,5987.41,6600.74,7245.93,8245.93,8985.93,9542.22,10153.33,10745.93,11254.81,11902.22,11550.37,10908.15,10388.89,9002.22,7545.19
904,A,2006,6,23,6405.19,5525.19,4981.48,4636.3,4579.26,4802.96,5242.96,5659.26,6020.0,6415.56,6374.81,6750.37,7083.7,7389.63,8031.11,8681.48,9452.59,9874.81,9726.67,9165.19,8876.3,8144.44,7403.7,6255.56
905,A,2006,6,24,5281.48,4676.3,4308.15,4065.93,3905.19,3997.04,4308.15,4970.37,5668.89,6668.89,7638.52,8126.67,8387.41,8818.52,9090.37,9207.41,9503.7,9475.56,9080.0,8316.3,7836.3,7492.59,6641.48,5722.22
906,A,2006,6,25,4953.33,4385.19,4084.44,3867.41,3712.59,3737.78,3973.33,4583.7,5548.89,6368.89,6703.7,6744.44,7177.04,7654.81,7997.78,8237.78,8582.96,8593.33,8305.19,7722.22,7534.07,7205.19,6364.44,5231.11
907,A,2006,6,26,4417.04,3999.26,3820.0,3783.7,3984.44,4342.22,4817.04,5178.52,5391.11,5831.11,6285.19,6842.22,7318.52,7292.59,7193.33,6916.3,7057.04,7331.11,7659.26,7849.63,7789.63,7342.96,6493.33,5386.67
908,A,2006,6,27,4648.89,4220.74,4041.48,3979.26,4135.56,4451.85,5038.52,5331.85,5702.96,5920.0,6145.93,6604.44,7085.19,7350.37,7305.93,7022.22,6957.04,7271.85,7551.85,7367.41,7070.37,6677.04,5873.33,4926.67
909,A,2006,6,28,4234.07,3889.63,3623.7,3496.3,3619.26,3956.3,4582.96,5084.44,5279.26,5851.11,6454.81,7034.07,7588.15,8319.26,8843.7,9245.93,9501.48,9751.85,9637.04,9187.41,8698.52,8268.15,7052.59,5571.11
910,A,2006,6,29,4542.96,3998.52,3743.7,3540.0,3638.52,3913.33,4536.3,5002.96,5337.78,5894.07,6397.04,6949.63,7472.59,7976.3,8274.81,8200.74,7856.3,8440.0,8522.22,8381.48,7957.78,7514.81,6507.41,5236.3
911,A,2006,6,30,4287.41,3728.89,3449.63,3286.67,3374.07,3712.59,4201.48,4620.0,4918.52,5173.33,5525.19,5878.52,6285.19,6701.48,7067.41,7481.48,7953.33,8425.93,8446.67,7866.67,7367.41,7297.78,6320.0,5180.0
912,A,2006,7,1,4245.19,3677.04,3371.85,3193.33,3104.44,3217.78,3511.85,4222.22,5017.78,5780.0,6312.59,6825.19,7479.26,7992.59,8442.96,8893.33,9306.67,9400.0,9168.89,8588.89,8114.07,7906.67,7038.52,6052.59
913,A,2006,7,2,5035.56,4335.56,3915.56,3676.3,3528.89,3488.15,3680.74,4500.0,5717.78,6874.07,7845.93,8647.41,9382.22,10035.56,10551.11,10868.89,10794.81,10914.07,11643.7,10697.04,10234.07,9590.37,8381.48,6981.48
914,A,2006,7,3,5860.0,5131.85,4762.22,4462.22,4388.15,4557.04,4857.78,5414.81,6150.37,6608.89,7130.37,7842.22,8705.93,9282.96,9436.3,9578.52,9777.04,11078.52,10887.41,10260.74,9643.7,9250.37,8179.26,6928.89
915,A,2006,7,4,5814.81,5054.81,4636.3,4294.81,4157.78,4054.07,4254.81,4806.67,5810.37,7274.07,8848.89,9880.74,10741.48,11135.56,11098.52,11194.07,11382.96,10116.3,10586.67,9335.56,8605.19,7791.11,7380.0,6477.04
916,A,2006,7,5,5448.15,4865.19,4557.04,4366.67,4360.74,4664.44,5025.93,5178.52,5409.63,5912.59,6354.81,6571.85,7017.78,7424.44,7533.33,7099.26,6868.15,7162.22,7446.67,7474.81,7387.41,7072.59,6174.07,5049.63
917,A,2006,7,6,4220.74,3831.11,3650.37,3548.15,3611.11,3893.33,4385.19,4637.78,4602.22,4734.07,5002.96,5120.74,5300.0,5532.59,5854.07,6117.04,6680.0,7234.81,7488.89,7322.96,6920.74,6831.85,5831.11,4542.96
918,A,2006,7,7,3688.89,3242.22,3039.26,2997.04,3130.37,3500.0,3950.37,4266.67,4453.33,4574.81,4835.56,5052.59,5345.93,5540.74,5881.48,6188.89,6631.11,6883.7,7012.59,6835.56,6508.89,6464.44,5677.04,4682.96
919,A,2006,7,8,3851.11,3421.48,3147.41,3008.89,2974.07,3061.48,3293.33,3866.67,4435.56,4882.22,5194.81,5535.56,5971.11,6388.89,6740.0,7100.0,7482.96,7840.0,7794.81,7355.56,6900.74,6837.78,6018.52,5001.48
920,A,2006,7,9,4133.33,3622.22,3343.7,3122.22,3010.37,3031.11,3236.3,3897.04,4851.85,5772.59,6197.04,6731.85,7286.67,7702.22,7817.78,7934.81,8182.96,8501.48,8456.3,8168.89,7834.07,7588.15,6444.44,5054.07
921,A,2006,7,10,4231.85,3775.56,3463.7,3331.85,3445.19,3825.19,4264.44,4575.56,4848.89,5352.59,6011.85,6793.33,7445.93,7931.85,8338.52,8834.81,9167.41,9558.52,9785.93,9450.37,9046.67,8732.59,7440.74,6003.7
922,A,2006,7,11,4977.04,4467.41,4100.74,3929.63,3999.26,4286.67,4843.7,5289.63,5740.0,6377.04,7135.56,7934.81,8734.81,9235.56,9439.26,9430.37,9771.85,10169.63,11388.89,10435.56,10065.19,9669.63,8260.0,6957.04
923,A,2006,7,12,5889.63,5301.48,4951.11,4720.0,4755.56,5034.07,5603.7,5906.67,6221.48,7032.59,7787.41,8470.37,9440.74,9980.74,10014.81,10525.93,10225.93,9851.11,10207.41,10561.48,9439.26,8854.81,7562.22,6190.37
924,A,2006,7,13,5220.0,4676.3,4398.52,4264.44,4376.3,4668.15,5297.04,5682.96,5734.07,5974.81,6143.7,6269.63,6411.85,6576.3,6722.22,6927.41,7308.15,7989.63,8426.67,8474.81,8339.26,7989.63,7071.11,5967.41
925,A,2006,7,14,4991.11,4514.07,4224.44,4135.56,4228.89,4528.89,5042.22,5620.74,5777.04,5958.52,6320.0,6784.44,7127.41,7505.19,8011.85,8574.07,8748.89,8988.15,9083.7,8909.63,8494.81,8223.7,7306.67,6237.04
926,A,2006,7,15,5316.3,4695.56,4282.96,4064.44,3934.07,4017.04,4336.3,4936.3,5653.33,6232.59,6665.19,7119.26,7773.33,8371.85,8688.15,9102.22,9700.74,10308.89,10290.37,9767.41,9071.85,8620.74,7657.78,6618.52
927,A,2006,7,16,5610.37,4827.41,4408.89,4143.7,3954.07,3897.78,4088.89,5019.26,6350.37,7637.04,8478.52,9049.63,9585.19,10126.67,10426.67,10833.33,11293.33,11483.7,11412.59,10987.41,10422.96,9937.78,8431.85,6730.37
928,A,2006,7,17,5593.33,4920.0,4506.67,4262.96,4228.15,4457.04,4964.44,5465.93,5902.22,6802.96,7934.81,8928.15,9754.81,10342.22,10638.52,11050.37,11474.07,11945.19,13182.22,12340.0,11622.22,10954.81,9365.93,7668.15
929,A,2006,7,18,6466.67,5677.04,5045.93,4782.22,4698.52,4778.52,5168.15,5675.56,6186.67,6980.0,8045.19,9194.81,10010.37,10545.19,10899.26,11231.85,11559.26,11502.22,12305.19,11017.78,10317.04,9739.26,8337.04,6900.74
930,A,2006,7,19,5796.3,5068.89,4646.67,4405.19,4392.59,4594.07,5066.67,5563.7,5932.59,6405.93,6937.04,7218.52,7850.37,8582.22,9320.74,9794.07,10427.41,11031.11,10973.33,10634.07,10182.96,9702.96,8269.63,6869.63
931,A,2006,7,20,5817.04,5105.19,4691.11,4413.33,4401.48,4585.19,5013.33,5517.04,5640.74,6074.81,6603.7,7229.63,7892.59,8502.96,9185.19,9823.7,10428.89,10990.37,10873.33,10384.44,10004.44,9599.26,8365.93,6902.96
932,A,2006,7,21,5780.0,5128.89,4705.19,4437.04,4459.26,4680.74,5137.04,5665.19,6103.7,6808.89,7611.11,8629.63,9473.33,10142.96,9998.52,9243.7,8533.33,8670.37,8560.74,8302.22,8088.15,7850.37,6993.33,5975.56
933,A,2006,7,22,5145.19,4588.15,4259.26,4050.37,3909.63,3954.07,4321.48,5035.56,5977.78,7154.07,8240.0,9025.19,9509.63,10029.63,10276.3,10688.89,11008.89,11066.67,10514.07,9598.52,8854.07,8334.81,7368.89,6265.93
934,A,2006,7,23,5314.07,4711.85,4322.22,4072.59,3875.56,3883.7,4094.07,4774.07,5774.81,6462.22,6927.41,7322.96,7681.48,8237.04,8536.3,8856.3,9278.52,9467.41,9477.78,9060.0,8509.63,8276.3,6862.22,5434.07
935,A,2006,7,24,4462.22,3918.52,3579.26,3448.89,3516.3,3802.22,4264.44,4664.44,4873.33,5331.85,6060.0,6853.33,7388.15,8008.15,8505.93,9017.04,9327.41,9810.37,9826.67,9526.67,9270.37,8759.26,7253.33,5930.37
936,A,2006,7,25,4922.22,4345.93,4034.07,3825.19,3875.56,4128.89,4582.96,4953.33,5149.63,5398.52,5837.78,6316.3,6967.41,7563.7,7720.74,7991.85,8457.04,8977.78,8990.37,8734.81,8554.81,8042.96,6891.85,5606.67
937,A,2006,7,26,4617.78,4159.26,3844.44,3713.33,3805.93,4077.78,4623.7,5021.48,5167.41,5645.19,6409.63,7270.37,8034.81,8700.74,9194.81,9337.04,9724.44,10496.3,10617.04,10191.85,9738.52,9307.41,8020.0,6606.67
938,A,2006,7,27,5600.0,4991.85,4599.26,4404.44,4414.81,4562.96,5064.44,5460.0,5567.41,6241.48,6802.96,7576.3,8266.67,9166.67,9865.19,10051.85,10625.93,11711.11,11437.78,11179.26,10720.74,10300.74,8962.22,7586.67
939,A,2006,7,28,6434.07,5700.0,5239.26,4964.44,4982.96,5160.0,5642.96,6148.15,6486.67,7290.37,8095.56,8797.78,9418.52,9276.3,8978.52,8320.74,9002.96,9088.15,9160.74,8865.19,8363.7,8130.37,7254.07,6169.63
